Description,Pre-Tax Amount,Tax Amount,Discount Amount,Name,Total Amount,Date,base_price_amount,revenue_category,membership_size,membership_freq,is_founder,is_free_membership,date_,Data Source,Day Pass Count
CAPITAN: Youth Day Pass (Under 14y/o),11.200000000000001,1.04,1.4,CAPITAN: Youth Day Pass (Under 14y/o),13.64,2024-11-02,14.0,Day Pass,,,False,False,2024-11-02 18:30:29+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),16.0,1.48,2.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),19.48,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 18:30:29+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.15,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.15,2024-11-02,26.0,Day Pass,,,False,False,2024-11-02 18:13:17+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 18:13:17+00:00,Square,1
CAPITAN: Non-Participant/Spectator Day Pass,4.0,0.37,0.5,CAPITAN: Non-Participant/Spectator Day Pass,4.87,2024-11-02,5.0,Day Pass,,,False,False,2024-11-02 18:07:45+00:00,Square,1
Large,29.599999999999998,2.75,3.7,green sweatshirt,36.05,2024-11-02,37.0,Retail,,,False,False,2024-11-02 18:07:45+00:00,Square,0
CAPITAN: Non-Participant/Spectator Day Pass,10.0,0.82,0.0,CAPITAN: Non-Participant/Spectator Day Pass,10.82,2024-11-02,5.0,Day Pass,,,False,False,2024-11-02 17:37:31+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 17:37:31+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 17:27:17+00:00,Square,2
Regular,4.0,0.33,0.0,Sticker - Basin Sunset Oval,4.33,2024-11-02,4.0,Retail,,,False,False,2024-11-02 17:22:48+00:00,Square,0
Regular,4.0,0.33,0.0,Sticker - Basin Sunset Rectangular,4.33,2024-11-02,4.0,Retail,,,False,False,2024-11-02 17:22:48+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",1.83,0.17,0.23,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,2.23,2024-11-02,2.29,Retail,,,False,False,2024-11-02 16:58:38+00:00,Square,0
Fruit Punch,2.5,0.21,0.0,Gatorade Thirst Quencher Sports Drink 20oz,2.71,2024-11-02,2.5,Retail,,,False,False,2024-11-02 16:41:08+00:00,Square,0
Regular,2.0,0.16,0.0,Ozarka Water Bottle 16.9oz,2.16,2024-11-02,2.0,Retail,,,False,False,2024-11-02 16:41:08+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",2.29,0.19,0.0,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,2.48,2024-11-02,2.29,Retail,,,False,False,2024-11-02 16:41:08+00:00,Square,0
CAPITAN: Non-Participant/Spectator Day Pass,5.0,0.41,0.0,CAPITAN: Non-Participant/Spectator Day Pass,5.41,2024-11-02,5.0,Day Pass,,,False,False,2024-11-02 16:39:34+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-11-02,26.0,Day Pass,,,False,False,2024-11-02 16:12:38+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.15,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.15,2024-11-02,26.0,Day Pass,,,False,False,2024-11-02 16:07:24+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),60.0,4.95,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),64.95,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 16:07:24+00:00,Square,3
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-11-02,26.0,Day Pass,,,False,False,2024-11-02 15:44:54+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 15:44:54+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-11-02,26.0,Day Pass,,,False,False,2024-11-02 15:31:05+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 15:31:05+00:00,Square,2
Chocolate Chip,0.71,0.1,0.52,CLIF Z Bar Chocolate Chip,1.33,2024-11-02,1.75,Retail,,,False,False,2024-11-02 15:14:31+00:00,Square,0
8.4fl.oz (Pack of 20),2.61,0.24,0.32,Red Bull Energy Drink - Sugarfree,3.17,2024-11-02,3.25,Retail,,,False,False,2024-11-02 14:56:22+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 14:52:28+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 14:52:28+00:00,Square,2
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-11-02,20.0,Day Pass,,,False,False,2024-11-02 14:37:51+00:00,Square,1
Chunky Blend Chalk - 9.7oz,15.15,1.41,1.9,Midnight Lightning Chunky Blend Chalk,18.46,2024-11-01,18.95,Retail,,,False,False,2024-11-01 23:14:51+00:00,Square,0
Strawberry Banana,2.5,0.21,0.0,BodyArmor 20 oz,2.71,2024-11-01,2.5,Retail,,,False,False,2024-11-01 23:06:08+00:00,Square,0
Regular,4.0,0.33,0.0,Ozarka Water Bottle 16.9oz,4.33,2024-11-01,2.0,Retail,,,False,False,2024-11-01 21:22:40+00:00,Square,0
Regular,4.0,0.33,0.0,Ozarka Water Bottle 16.9oz,4.33,2024-11-01,2.0,Retail,,,False,False,2024-11-01 20:38:28+00:00,Square,0
CAPITAN: Non-Participant/Spectator Day Pass,10.0,0.82,0.0,CAPITAN: Non-Participant/Spectator Day Pass,10.82,2024-11-01,5.0,Day Pass,,,False,False,2024-11-01 19:53:32+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 19:53:32+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-11-01,26.0,Day Pass,,,False,False,2024-11-01 19:36:30+00:00,Square,2
Chocolate Chip,2.5,0.21,0.0,Clif Chocolate Chip Energy Bar,2.71,2024-11-01,2.5,Retail,,,False,False,2024-11-01 19:27:01+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-11-01,26.0,Day Pass,,,False,False,2024-11-01 19:23:30+00:00,Square,2
CAPITAN: Youth Day Pass (Under 14y/o),14.0,1.16,0.0,CAPITAN: Youth Day Pass (Under 14y/o),15.16,2024-11-01,14.0,Day Pass,,,False,False,2024-11-01 19:23:30+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 19:23:30+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 19:18:38+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 19:17:01+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-11-01,26.0,Day Pass,,,False,False,2024-11-01 18:45:32+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),60.0,4.95,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),64.95,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 18:45:32+00:00,Square,3
Regular,5.55,0.6,1.7,Midnight Lightning Chalktopus,7.85,2024-11-01,8.95,Retail,,,False,False,2024-11-01 18:44:58+00:00,Square,0
6 oz Competition Quality Chalk Bag,9.290000000000001,1.0,2.85,Primo Chalk,13.14,2024-11-01,14.99,programming,,,False,False,2024-11-01 18:44:58+00:00,Square,0
Lemon Lime,2.0,0.19,0.25,Gatorade Thirst Quencher Sports Drink 20oz,2.44,2024-11-01,2.5,Retail,,,False,False,2024-11-01 17:51:17+00:00,Square,0
US 8/EU 39.5 (green/blue),159.2,14.78,19.9,La Sportiva Womens Skwama Climbing Shoes,193.88,2024-11-01,199.0,Retail,,,False,False,2024-11-01 17:46:59+00:00,Square,0
CAPITAN: Non-Participant/Spectator Day Pass,5.0,0.41,0.0,CAPITAN: Non-Participant/Spectator Day Pass,5.41,2024-11-01,5.0,Day Pass,,,False,False,2024-11-01 17:20:13+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 17:20:13+00:00,Square,2
Orange Mango,7.499999999999999,0.62,0.0,BodyArmor 20 oz,8.12,2024-11-01,2.5,Retail,,,False,False,2024-11-01 17:09:56+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",9.16,0.76,0.0,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,9.92,2024-11-01,2.29,Retail,,,False,False,2024-11-01 16:54:26+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",2.29,0.19,0.0,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,2.48,2024-11-01,2.29,Retail,,,False,False,2024-11-01 16:46:22+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-11-01,26.0,Day Pass,,,False,False,2024-11-01 16:12:23+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 16:12:23+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-11-01,26.0,Day Pass,,,False,False,2024-11-01 15:57:23+00:00,Square,1
CAPITAN: Non-Participant/Spectator Day Pass,10.0,0.83,0.0,CAPITAN: Non-Participant/Spectator Day Pass,10.83,2024-11-01,5.0,Day Pass,,,False,False,2024-11-01 15:57:23+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),60.0,4.95,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),64.95,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 15:57:23+00:00,Square,3
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 15:09:31+00:00,Square,1
CAPITAN: Youth Day Pass (Under 14y/o),14.0,1.15,0.0,CAPITAN: Youth Day Pass (Under 14y/o),15.15,2024-11-01,14.0,Day Pass,,,False,False,2024-11-01 15:09:31+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-11-01,20.0,Day Pass,,,False,False,2024-11-01 14:10:26+00:00,Square,2
Regular,1.9,0.28,1.44,Honey Stinger Organic Salted Caramel Flavored Waffle,3.62,2024-11-01,2.39,Retail,,,False,False,2024-11-01 02:24:59+00:00,Square,0
Regular,1.3100000000000003,0.19,0.97,Red Bull Energy Drink 8.4 oz,2.47,2024-11-01,3.25,Retail,,,False,False,2024-11-01 02:24:59+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",0.9100000000000001,0.13,0.69,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,1.73,2024-11-01,2.29,Retail,,,False,False,2024-11-01 02:24:59+00:00,Square,0
Fruit Punch,1.7400000000000002,0.17,0.38,Gatorade Thirst Quencher Sports Drink 20oz,2.29,2024-11-01,2.5,Retail,,,False,False,2024-11-01 02:04:40+00:00,Square,0
Glacier Cherry,2.5,0.2,0.0,Gatorade Zero Sugar Thirst Quencher 20oz,2.7,2024-11-01,2.5,Retail,,,False,False,2024-11-01 00:02:00+00:00,Square,0
Fruit Punch,2.5,0.21,0.0,Gatorade Zero Sugar Thirst Quencher 20oz,2.71,2024-11-01,2.5,Retail,,,False,False,2024-11-01 00:02:00+00:00,Square,0
CAPITAN: Halloween Costume Pass,29.999999999999996,2.48,0.0,CAPITAN: Halloween Costume Pass,32.48,2024-10-31,15.0,Day Pass,,,False,False,2024-10-31 23:44:39+00:00,Square,2
CAPITAN: Day Pass (Adult 14 and Up),40.0,3.3,0.0,CAPITAN: Day Pass (Adult 14 and Up),43.3,2024-10-31,20.0,Day Pass,,,False,False,2024-10-31 23:34:01+00:00,Square,2
Regular,1.29,0.19,0.98,Fairlife Protein Shake Chocolate 11.5fl oz,2.46,2024-10-31,3.25,Retail,,,False,False,2024-10-31 22:40:11+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-10-31,26.0,Day Pass,,,False,False,2024-10-31 20:37:16+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-10-31,20.0,Day Pass,,,False,False,2024-10-31 19:42:41+00:00,Square,1
Chunky Blend Chalk - 1.5oz,3.95,0.37,0.5,Midnight Lightning Chunky Blend Chalk,4.82,2024-10-31,4.95,Retail,,,False,False,2024-10-31 15:55:08+00:00,Square,0
Regular,1.3100000000000003,0.19,0.97,Fairlife Protein Shake Chocolate 11.5fl oz,2.47,2024-10-31,3.25,Retail,,,False,False,2024-10-31 15:26:00+00:00,Square,0
Cherries & Pistachios,1.19,0.17,0.9,Skratch Labs Anytime Energy Bar,2.26,2024-10-31,2.99,Retail,,,False,False,2024-10-31 15:26:00+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-10-31,26.0,Day Pass,,,False,False,2024-10-31 00:32:43+00:00,Square,2
Regular,6.8,0.63,0.85,Grangers Odor Eliminator Spray,8.28,2024-10-31,8.5,Retail,,,False,False,2024-10-31 00:13:02+00:00,Square,0
6 oz Competition Quality Chalk Bag,11.99,1.11,1.5,Primo Chalk,14.6,2024-10-31,14.99,programming,,,False,False,2024-10-31 00:13:02+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-10-31,26.0,Day Pass,,,False,False,2024-10-31 00:04:34+00:00,Square,1
Regular,1.6,0.15,0.2,Ozarka Water Bottle 16.9oz,1.95,2024-10-30,2.0,Retail,,,False,False,2024-10-30 23:13:05+00:00,Square,0
Regular,1.29,0.19,0.98,Fairlife Protein Shake Chocolate 11.5fl oz,2.46,2024-10-30,3.25,Retail,,,False,False,2024-10-30 21:09:53+00:00,Square,0
Regular,13.590000000000002,1.26,1.7,rungne Magball,16.55,2024-10-30,16.99,Retail,,,False,False,2024-10-30 20:27:27+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-10-30,20.0,Day Pass,,,False,False,2024-10-30 20:07:57+00:00,Square,1
extra large (XL),25.0,2.06,0.0,Dark Grey T-Shirt,27.06,2024-10-30,25.0,Retail,,,False,False,2024-10-30 20:07:57+00:00,Square,0
CAPITAN: Gear Upgrade,4.8,0.45,0.6,CAPITAN: Gear Upgrade,5.85,2024-10-30,6.0,Day Pass,,,False,False,2024-10-30 19:52:24+00:00,Square,1
Regular,1.5999999999999999,0.23,1.2,Ozarka Water Bottle 16.9oz,3.03,2024-10-30,2.0,Retail,,,False,False,2024-10-30 18:32:07+00:00,Square,0
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-10-30,20.0,Day Pass,,,False,False,2024-10-30 17:04:14+00:00,Square,2
Regular,1.9199999999999997,0.28,1.43,Honey Stinger Organic Salted Caramel Flavored Waffle,3.63,2024-10-30,2.39,Retail,,,False,False,2024-10-30 01:33:00+00:00,Square,0
GF 1 oz (Pack of 20)20,1.83,0.17,0.23,"Primal Beef Stick,Spicy",2.23,2024-10-30,2.29,Retail,,,False,False,2024-10-30 00:36:59+00:00,Square,0
Regular,1.29,0.19,0.98,Fairlife Protein Shake Chocolate 11.5fl oz,2.46,2024-10-30,3.25,Retail,,,False,False,2024-10-30 00:02:45+00:00,Square,0
Moisture Absorbing Gym Chalk- 5 Individual 0.85oz Block Chalk Discs,14.99,1.24,0.0,Friction Labs Chalk Discs - Premium Gym Chalk Blocks,16.23,2024-10-29,14.99,Retail,,,False,False,2024-10-29 23:36:27+00:00,Square,0
Regular,15.15,1.41,1.9,Petzl Am'd Screw-Lock Carabiner,18.46,2024-10-29,18.95,Retail,,,False,False,2024-10-29 23:31:28+00:00,Square,0
Regular,19.97,1.85,2.49,Petzl Verso Lightweight Belay Device (green),24.31,2024-10-29,24.95,Retail,,,False,False,2024-10-29 23:31:28+00:00,Square,0
2.5 oz,3.99,0.58,3.0,Friction Labs Unicorn Dust,7.57,2024-10-29,9.99,Retail,,,False,False,2024-10-29 23:17:49+00:00,Square,0
Orange,8.370000000000001,1.21,6.29,Gnaly Dood Smith Rock Chalk Bag,15.87,2024-10-29,20.95,Retail,,,False,False,2024-10-29 23:17:49+00:00,Square,0
Regular,3.5899999999999994,0.52,2.68,Midnight Lightning Chalktopus,6.79,2024-10-29,8.95,Retail,,,False,False,2024-10-29 23:17:49+00:00,Square,0
Regular,3.1999999999999997,0.46,2.4,SoiLL Boar Hair Brush 3.0,6.06,2024-10-29,8.0,Retail,,,False,False,2024-10-29 23:17:49+00:00,Square,0
Regular,7.949999999999999,0.66,0.0,Midnight Lightning Liquid Chalk Refillable - 50mL,8.61,2024-10-29,7.95,Retail,,,False,False,2024-10-29 23:08:54+00:00,Square,0
Regular,2.61,0.24,0.32,Red Bull Energy Drink 8.4 oz,3.17,2024-10-29,3.25,Retail,,,False,False,2024-10-29 22:47:24+00:00,Square,0
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-10-29,20.0,Day Pass,,,False,False,2024-10-29 21:56:26+00:00,Square,2
Regular,0.9700000000000002,0.14,0.71,Honey Stinger Organic Salted Caramel Flavored Waffle,1.82,2024-10-29,2.39,Retail,,,False,False,2024-10-29 21:22:48+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",0.9100000000000001,0.13,0.69,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,1.73,2024-10-29,2.29,Retail,,,False,False,2024-10-29 21:22:48+00:00,Square,0
Fruit Punch,2.0,0.19,0.25,Gatorade Thirst Quencher Sports Drink 20oz,2.44,2024-10-29,2.5,Retail,,,False,False,2024-10-29 18:49:00+00:00,Square,0
"Kosher (2.4 Ounce Protein Bar, 1 Count) Packaging May Vary",1.0,0.14,0.75,CLIF Bar - Energy Bar - Peanut Butter Banana with Dark Chocolate - Made with Organic Oats - Plant Based Food - Vegetarian,1.89,2024-10-29,2.5,Retail,,,False,False,2024-10-29 18:34:42+00:00,Square,0
Regular,2.61,0.24,0.32,Red Bull Energy Drink 8.4 oz,3.17,2024-10-29,3.25,Retail,,,False,False,2024-10-29 14:16:26+00:00,Square,0
Regular,15.990000000000002,2.31,11.98,Metolius Wood Rock Rings II,30.28,2024-10-29,39.95,Retail,,,False,False,2024-10-29 00:51:24+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",0.9100000000000001,0.13,0.69,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,1.73,2024-10-29,2.29,Retail,,,False,False,2024-10-29 00:32:29+00:00,Square,0
Strawberry Banana,5.0,0.41,0.0,BodyArmor 20 oz,5.41,2024-10-29,2.5,Retail,,,False,False,2024-10-29 00:28:35+00:00,Square,0
Regular,6.0,0.5,0.0,Ozarka Water Bottle 16.9oz,6.5,2024-10-29,2.0,Retail,,,False,False,2024-10-29 00:28:35+00:00,Square,0
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),60.0,4.95,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),64.95,2024-10-28,20.0,Day Pass,,,False,False,2024-10-28 23:39:03+00:00,Square,3
Regular,0.95,0.14,0.72,Honey Stinger Organic Salted Caramel Flavored Waffle,1.81,2024-10-28,2.39,Retail,,,False,False,2024-10-28 21:40:38+00:00,Square,0
Regular,1.29,0.19,0.98,Red Bull Energy Drink 8.4 oz,2.46,2024-10-28,3.25,Retail,,,False,False,2024-10-28 21:40:38+00:00,Square,0
Peanut Butter & Chocolate,1.21,0.17,0.89,Skratch Labs Anytime Energy Bar,2.27,2024-10-28,2.99,Retail,,,False,False,2024-10-28 21:40:38+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",0.9100000000000001,0.13,0.69,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,1.73,2024-10-28,2.29,Retail,,,False,False,2024-10-28 21:40:38+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-10-28,26.0,Day Pass,,,False,False,2024-10-28 20:48:17+00:00,Square,2
L (gray),63.95,5.94,8.0,Petzl Sama Climbing Harness,77.89,2024-10-28,79.95,Retail,,,False,False,2024-10-28 19:58:28+00:00,Square,0
Regular,13.590000000000002,1.26,1.7,rungne Magball,16.55,2024-10-27,16.99,Retail,,,False,False,2024-10-27 21:58:57+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-10-27,26.0,Day Pass,,,False,False,2024-10-27 21:25:56+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-10-27,20.0,Day Pass,,,False,False,2024-10-27 21:25:56+00:00,Square,1
Regular,3.25,0.27,0.0,Fairlife Protein Shake Chocolate 11.5fl oz,3.52,2024-10-27,3.25,Retail,,,False,False,2024-10-27 21:25:56+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-10-27,26.0,Day Pass,,,False,False,2024-10-27 21:21:00+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-10-27,26.0,Day Pass,,,False,False,2024-10-27 21:20:17+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-10-27,26.0,Day Pass,,,False,False,2024-10-27 20:03:51+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-10-27,20.0,Day Pass,,,False,False,2024-10-27 20:03:51+00:00,Square,2
Orange,2.0,0.19,0.25,Gatorade Thirst Quencher Sports Drink 20oz,2.44,2024-10-27,2.5,Retail,,,False,False,2024-10-27 19:38:17+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-10-27,26.0,Day Pass,,,False,False,2024-10-27 19:20:35+00:00,Square,2
CAPITAN: Day Pass (Adult 14 and Up),40.0,3.3,0.0,CAPITAN: Day Pass (Adult 14 and Up),43.3,2024-10-27,20.0,Day Pass,,,False,False,2024-10-27 19:08:06+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),104.0,8.58,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),112.58,2024-10-27,26.0,Day Pass,,,False,False,2024-10-27 01:12:57+00:00,Square,4
Regular,2.61,0.24,0.32,Red Bull Energy Drink 8.4 oz,3.17,2024-10-26,3.25,Retail,,,False,False,2024-10-26 22:27:26+00:00,Square,0
Regular,2.61,0.24,0.32,Red Bull Energy Drink 8.4 oz,3.17,2024-10-26,3.25,Retail,,,False,False,2024-10-26 22:19:35+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-10-26,26.0,Day Pass,,,False,False,2024-10-26 22:16:10+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-10-26,20.0,Day Pass,,,False,False,2024-10-26 22:16:10+00:00,Square,2
Glacier Cherry,1.0,0.14,0.75,Gatorade Zero Sugar Thirst Quencher 20oz,1.89,2024-10-26,2.5,Retail,,,False,False,2024-10-26 20:56:34+00:00,Square,0
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-10-26,20.0,Day Pass,,,False,False,2024-10-26 20:43:57+00:00,Square,2
